Section 1,Section 2,Section 3,Total
4.9179346561431885,0.010997772216796875,0.7641339302062988,5.693066358566284
4.759687185287476,0.009947061538696289,0.758399486541748,5.52803373336792
6.299388885498047,0.011501550674438477,2.3880443572998047,8.69893479347229
5.0665318965911865,0.01050424575805664,0.9714395999908447,6.048475742340088
5.17915678024292,0.01091766357421875,0.7459526062011719,5.9360270500183105
4.983514070510864,0.01101064682006836,0.8721983432769775,5.86672306060791
5.047171354293823,0.01200556755065918,0.7636175155639648,5.822794437408447
4.918683290481567,0.011000394821166992,0.7356760501861572,5.665359735488892
4.899718523025513,0.010500907897949219,0.7732141017913818,5.683433532714844
5.10284948348999,0.010923624038696289,0.794076681137085,5.9078497886657715
5.103919982910156,0.011498212814331055,0.8095407485961914,5.924958944320679
5.437792539596558,0.011502742767333984,1.9568357467651367,7.406131029129028
5.07680082321167,0.011002779006958008,0.7637894153594971,5.851593017578125
5.29594874382019,0.010500192642211914,0.7925369739532471,6.098985910415649
4.946174621582031,0.01050567626953125,0.7795238494873047,5.736204147338867
5.408352851867676,0.01103520393371582,0.7290148735046387,6.14840292930603
5.119625091552734,0.01050114631652832,0.749403715133667,5.87952995300293
5.162314176559448,0.010434150695800781,0.7500419616699219,5.922790288925171
5.148861408233643,0.011029481887817383,0.7523324489593506,5.9122233390808105
5.024216651916504,0.011500358581542969,0.8231136798858643,5.858830690383911
5.106914758682251,0.011500835418701172,0.7704489231109619,5.888864517211914
4.9329869747161865,0.010966777801513672,0.8172171115875244,5.761170864105225
5.180207014083862,0.010999679565429688,0.7816593647003174,5.972866058349609
4.840503215789795,0.01054239273071289,0.8264615535736084,5.677507162094116
5.4032557010650635,0.01150059700012207,0.7929792404174805,6.207735538482666
4.764590501785278,0.009490966796875,0.8079750537872314,5.582056522369385
4.8754096031188965,0.010532379150390625,0.7854573726654053,5.671399354934692
5.13782262802124,0.011005163192749023,0.8489468097686768,5.997774600982666
4.841263771057129,0.011006593704223633,0.7567198276519775,5.60899019241333
4.980807542800903,0.011001825332641602,0.7684335708618164,5.760242938995361
5.971428632736206,0.011000394821166992,0.7670502662658691,6.749479293823242
5.521072864532471,0.011000394821166992,0.9446601867675781,6.476733446121216
5.2406005859375,0.011001825332641602,0.8301794528961182,6.08178186416626
4.970117568969727,0.011000633239746094,0.7672784328460693,5.748396635055542
5.057879447937012,0.01048898696899414,0.7728495597839355,5.841217994689941
5.1009228229522705,0.010502099990844727,0.7399652004241943,5.85139012336731
8.28640341758728,0.011978387832641602,1.2910079956054688,9.58938980102539
4.888030290603638,0.01100468635559082,0.7759830951690674,5.675018072128296
4.949447393417358,0.010423421859741211,0.787954568862915,5.747825384140015
4.85549521446228,0.010500431060791016,0.7320375442504883,5.59803318977356
4.949795484542847,0.011003494262695312,0.7624118328094482,5.72321081161499
4.86605978012085,0.01050114631652832,0.753777265548706,5.630338191986084
4.870474576950073,0.010693550109863281,0.8406124114990234,5.72178053855896
5.350455045700073,0.011501550674438477,0.7844092845916748,6.1463658809661865
4.8949525356292725,0.010484457015991211,0.8111391067504883,5.716576099395752
4.977151155471802,0.01050114631652832,0.7397706508636475,5.7274229526519775
4.875245571136475,0.01050114631652832,0.791607141494751,5.677353858947754
5.028248310089111,0.011474847793579102,0.7148067951202393,5.75452995300293
5.07441258430481,0.011364221572875977,0.7129580974578857,5.798734903335571
4.956500291824341,0.011001348495483398,0.9975006580352783,5.9650022983551025
